date,soilMoisture,airTemperature
21/9/22 15:45,74.5,27.7
21/9/22 15:50,74.5,27.7
21/9/22 15:55,74.5,27.7
21/9/22 16:00,74.5,27.7
21/9/22 16:05,74.5,27.7
21/9/22 16:10,74.5,27.7
21/9/22 16:15,74.5,27.7
21/9/22 16:20,74.5,27.7
21/9/22 16:25,74.5,27.7
21/9/22 16:30,74.5,27.7
21/9/22 16:35,74.5,27.7
21/9/22 16:40,74.5,27.7
21/9/22 16:45,74.5,27.7
21/9/22 16:50,74.5,27.7
21/9/22 16:55,74.5,27.7
21/9/22 17:00,74.5,27.7
21/9/22 17:05,74.5,27.7
21/9/22 17:10,74.5,27.7
21/9/22 17:15,74.5,27.7
21/9/22 17:20,74.5,27.7
21/9/22 17:25,74.5,27.7
21/9/22 17:30,74.5,27.7
21/9/22 17:35,74.5,27.7
21/9/22 17:40,74.5,27.7
21/9/22 17:45,74.5,27.7
21/9/22 17:50,74.5,27.7
21/9/22 17:55,74.5,27.7
21/9/22 18:00,75.6,27.7
21/9/22 18:05,74.5,27.7
21/9/22 18:10,74.5,27.7
21/9/22 18:15,74.5,27.7
21/9/22 18:20,74.5,27.7
21/9/22 18:25,74.5,27.7
21/9/22 18:30,74.5,27.7
21/9/22 18:35,74.5,27.7
21/9/22 18:40,74.5,27.7
21/9/22 18:45,74.5,27.7
21/9/22 18:50,74.5,27.7
21/9/22 18:55,74.5,27.7
21/9/22 19:00,74.5,27.7
21/9/22 19:05,74.5,27.7
21/9/22 19:10,74.5,27.7
21/9/22 19:15,74.5,27.7
21/9/22 19:20,74.5,27.7
21/9/22 19:25,74.5,27.7
21/9/22 19:30,74.5,27.7
21/9/22 19:35,74.5,27.7
21/9/22 19:40,74.5,27.7
21/9/22 19:45,74.5,27.7
21/9/22 19:50,74.5,27.7
21/9/22 19:55,74.5,27.7
21/9/22 20:00,74.5,27.7
21/9/22 20:05,74.5,27.7
21/9/22 20:10,74.5,27.7
21/9/22 20:15,74.5,27.7
21/9/22 20:20,75.2,27.7
21/9/22 20:25,74.5,27.7
21/9/22 20:30,74.5,27.7
21/9/22 20:35,74.5,27.7
21/9/22 20:40,74.5,27.7
21/9/22 20:45,74.5,27.7
21/9/22 20:50,74.5,27.7
21/9/22 20:55,74.5,27.7
21/9/22 21:00,74.5,27.7
21/9/22 21:05,74.5,28.1
21/9/22 21:10,74.5,28.1
21/9/22 21:15,74.5,28.1
21/9/22 21:20,74.5,28.1
21/9/22 21:25,74.5,28.1
21/9/22 21:30,74.5,28.1
21/9/22 21:35,74.5,28.1
21/9/22 21:40,74.5,28.1
21/9/22 21:45,74.5,28.1
21/9/22 21:50,74.5,28.1
21/9/22 21:55,74.5,28.1
21/9/22 22:00,74.5,28.1
21/9/22 22:05,74.5,28.1
21/9/22 22:10,74.5,28.1
21/9/22 22:15,74.5,28.1
21/9/22 22:20,74.5,28.1
21/9/22 22:25,74.5,28.1
21/9/22 22:30,74.5,28.1
21/9/22 22:35,74.5,28.1
21/9/22 22:40,74.5,28.1
21/9/22 22:45,74.5,28.1
21/9/22 22:50,74.5,28.1
21/9/22 22:55,74.5,28.1
21/9/22 23:00,74.6,28.1
21/9/22 23:05,74.5,28.1
21/9/22 23:10,74.5,28.1
21/9/22 23:15,74.5,28.1
21/9/22 23:20,74.5,28.1
21/9/22 23:25,74.5,28.1
21/9/22 23:30,74.5,28.1
21/9/22 23:35,74.5,28.1
21/9/22 23:40,74.5,28.1
21/9/22 23:45,74.5,28.1
21/9/22 23:50,73.1,28.1
21/9/22 23:55,74.5,28.1
22/9/22 00:00,71.2,27.5
22/9/22 00:05,71.2,27.5
22/9/22 00:10,71.2,27.5
22/9/22 00:15,71.2,27.5
22/9/22 00:20,71.2,27.5
22/9/22 00:25,71.2,27.5
22/9/22 00:30,71.2,27.5
22/9/22 00:35,71.2,27.5
22/9/22 00:40,71.2,27.5
22/9/22 00:45,71.2,27.5
22/9/22 00:50,71.2,27.5
22/9/22 00:55,71.2,27.5
22/9/22 01:00,71.2,27.5
22/9/22 01:05,71.2,27.5
22/9/22 01:10,71.2,27.5
22/9/22 01:15,71.2,27.5
22/9/22 01:20,71.2,27.5
22/9/22 01:25,72.4,27.5
22/9/22 01:30,71.2,27.5
22/9/22 01:35,71.2,27.5
22/9/22 01:40,71.2,27.5
22/9/22 01:45,71.2,27.7
22/9/22 01:50,71.2,27.7
22/9/22 01:55,71.2,27.7
22/9/22 02:00,71.2,27.7
22/9/22 02:05,71.2,27.7
22/9/22 02:10,71.2,27.7
22/9/22 02:15,71.2,27.7
22/9/22 02:20,71.2,27.7
22/9/22 02:25,71.2,27.7
22/9/22 02:30,71.2,27.7
22/9/22 02:35,71.2,27.7
22/9/22 02:40,71.2,27.7
22/9/22 02:45,71.2,27.7
22/9/22 02:50,71.2,27.7
22/9/22 02:55,71.2,27.7
22/9/22 03:00,71.2,27.7
22/9/22 03:05,71.2,27.7
22/9/22 03:10,71.2,27.7
22/9/22 03:15,71.2,27.7
22/9/22 03:20,71.2,27.7
22/9/22 03:25,71.2,27.7
22/9/22 03:30,71.2,27.7
22/9/22 03:35,71.2,27.7
22/9/22 03:40,71.2,27.7
22/9/22 03:45,71.2,27.7
22/9/22 03:50,71.2,27.7
22/9/22 03:55,71.2,27.7
22/9/22 04:00,71.2,27.7
22/9/22 04:05,71.2,27.5
22/9/22 04:10,71.2,27.5
22/9/22 04:15,71.2,27.5
22/9/22 04:20,71.2,27.5
22/9/22 04:25,71.2,27.5
22/9/22 04:30,71.2,27.5
22/9/22 04:35,71.2,27.5
22/9/22 04:40,72.5,27.5
22/9/22 04:45,71.2,27.5
22/9/22 04:50,71.2,27.5
22/9/22 04:55,71.2,27.5
22/9/22 05:00,71.2,27.5
22/9/22 05:05,71.2,27.5
22/9/22 05:10,71.2,27.5
22/9/22 05:15,71.2,27.5
22/9/22 05:20,71.2,27.5
22/9/22 05:25,71.2,27.5
22/9/22 05:30,71.2,27.5
22/9/22 05:35,71.2,27.5
22/9/22 05:40,71.2,27.5
22/9/22 05:45,71.2,27.5
22/9/22 05:50,71.2,27.5
22/9/22 05:55,71.2,27.5
22/9/22 06:00,71.2,27.5
22/9/22 06:05,71.2,27.7
22/9/22 06:10,71.2,27.7
22/9/22 06:15,71.2,27.7
22/9/22 06:20,71.2,27.7
22/9/22 06:25,71.2,27.7
22/9/22 06:30,71.2,27.7
22/9/22 06:35,71.2,27.7
22/9/22 06:40,71.2,27.7
22/9/22 06:45,71.2,27.7
22/9/22 06:50,71.2,27.7
22/9/22 06:55,72.6,27.7
22/9/22 07:00,71.2,27.7
22/9/22 07:05,71.2,27.7
22/9/22 07:10,71.2,27.7
22/9/22 07:15,71.2,27.7
22/9/22 07:20,71.2,27.7
22/9/22 07:25,71.2,27.7
22/9/22 07:30,71.2,27.7
22/9/22 07:35,71.2,27.7
22/9/22 07:40,71.2,27.7
22/9/22 07:45,71.2,27.7
22/9/22 07:50,71.2,27.7
22/9/22 07:55,71.2,27.7
22/9/22 08:00,71.2,27.7
22/9/22 08:05,71.2,27.9
22/9/22 08:10,71.2,27.9
22/9/22 08:15,71.2,27.9
22/9/22 08:20,71.2,27.9
22/9/22 08:25,71.2,27.9
22/9/22 08:30,71.2,27.9
22/9/22 08:35,71.2,27.9
22/9/22 08:40,71.2,27.9
22/9/22 08:45,71.2,27.9
22/9/22 08:50,71.2,27.9
22/9/22 08:55,71.2,27.9
22/9/22 09:00,71.2,27.9
22/9/22 09:05,71.2,27.9
22/9/22 09:10,71.2,27.9
22/9/22 09:15,71.2,27.9
22/9/22 09:20,71.2,27.9
22/9/22 09:25,71.2,27.9
22/9/22 09:30,71.2,27.9
22/9/22 09:35,71.2,27.9
22/9/22 09:40,71.2,27.9
22/9/22 09:45,71.2,27.9
22/9/22 09:50,71.2,27.9
22/9/22 09:55,71.2,27.9
22/9/22 10:00,71.2,27.9
22/9/22 10:05,71.2,27.9
22/9/22 10:10,71.2,27.9
22/9/22 10:15,71.2,27.9
22/9/22 10:20,71.2,27.9
22/9/22 10:25,72.4,27.9
22/9/22 10:30,71.2,27.9
22/9/22 10:35,71.2,27.9
22/9/22 10:40,71.2,27.9
22/9/22 10:45,71.2,27.2
22/9/22 10:50,71.2,27.2
22/9/22 10:55,71.2,27.2
22/9/22 11:00,71.2,27.2
22/9/22 11:05,71.2,27.2
22/9/22 11:10,71.2,27.2
22/9/22 11:15,71.2,27.2
22/9/22 11:20,71.2,27.2
22/9/22 11:25,71.2,27.2
22/9/22 11:30,71.2,27.2
22/9/22 11:35,71.2,27.2
22/9/22 11:40,71.2,27.2
22/9/22 11:45,71.2,27.2
22/9/22 11:50,71.2,27.2
22/9/22 11:55,71.2,27.2
22/9/22 12:00,71.2,27.2
22/9/22 12:05,71.2,27.2
22/9/22 12:10,71.2,27.2
22/9/22 12:15,71.2,27.2
22/9/22 12:20,71.2,27.2
22/9/22 12:25,71.2,27.2
22/9/22 12:30,71.2,27.2
22/9/22 12:35,71.2,27.2
22/9/22 12:40,71.2,27.2
22/9/22 12:45,71.2,27.2
22/9/22 12:50,71.2,27.2
22/9/22 12:55,71.2,27.2
22/9/22 13:00,71.2,27.2
22/9/22 13:05,71.2,27.2
22/9/22 13:10,71.2,27.2
22/9/22 13:15,71.2,27.2
22/9/22 13:20,71.2,27.2
22/9/22 13:25,71.2,27.2
22/9/22 13:30,71.2,27.2
22/9/22 13:35,71.2,27.2
22/9/22 13:40,71.2,27.2
22/9/22 13:45,71.2,27.2
22/9/22 13:50,71.2,27.2
22/9/22 13:55,71.2,27.2
22/9/22 14:00,71.2,27.5
22/9/22 14:05,71.2,27.5
22/9/22 14:10,71.2,27.5
22/9/22 14:15,71.2,27.5
22/9/22 14:20,71.2,27.5
22/9/22 14:25,71.2,27.5
22/9/22 14:30,71.2,27.5
22/9/22 14:35,71.2,27.5
22/9/22 14:40,71.2,27.5
22/9/22 14:45,71.2,27.5
22/9/22 14:50,71.2,27.5
22/9/22 14:55,71.2,27.5
22/9/22 15:00,71.2,28.1
22/9/22 15:05,71.2,28.1
22/9/22 15:10,71.2,28.1
22/9/22 15:15,71.2,28.1
22/9/22 15:20,71.2,28.1
22/9/22 15:25,71.2,28.1
22/9/22 15:30,72.4,28.1
22/9/22 15:35,71.2,28.1
22/9/22 15:40,71.2,28.1
22/9/22 15:45,71.2,28.1
22/9/22 15:50,71.2,28.1
22/9/22 15:55,71.2,28.1
22/9/22 16:00,71.2,28.1
22/9/22 16:05,71.2,28.1
22/9/22 16:10,71.2,28.1
22/9/22 16:15,71.2,28.1
22/9/22 16:20,71.2,28.1
22/9/22 16:25,71.2,28.1
22/9/22 16:30,71.2,28.1
22/9/22 16:35,71.2,28.1
22/9/22 16:40,71.2,28.1
22/9/22 16:45,71.2,28.1
22/9/22 16:50,71.2,28.1
22/9/22 16:55,71.2,28.1
22/9/22 17:00,71.2,28.1
22/9/22 17:05,71.2,28.1
22/9/22 17:10,71.2,28.1
22/9/22 17:15,71.2,28.1
22/9/22 17:20,71.2,28.1
22/9/22 17:25,71.2,28.1
22/9/22 17:30,71.2,28.1
22/9/22 17:35,71.2,28.1
22/9/22 17:40,71.2,28.1
22/9/22 17:45,71.2,28.1
22/9/22 17:50,71.2,28.1
22/9/22 17:55,71.2,28.1
22/9/22 18:00,71.2,28.1
22/9/22 18:05,71.2,28.1
22/9/22 18:10,71.2,28.1
22/9/22 18:15,71.2,28.1
22/9/22 18:20,71.2,28.1
22/9/22 18:25,71.2,28.1
22/9/22 18:30,71.2,28.1
22/9/22 18:35,71.2,28.1
22/9/22 18:40,71.2,28.1
22/9/22 18:45,71.2,28.1
22/9/22 18:50,71.2,28.1
22/9/22 18:55,71.2,28.1
22/9/22 19:00,71.2,28.1
22/9/22 19:05,71.2,28.1
22/9/22 19:10,71.2,28.1
22/9/22 19:15,71.2,28.1
22/9/22 19:20,71.2,28.1
22/9/22 19:25,71.2,28.1
22/9/22 19:30,71.2,28.1
22/9/22 19:35,71.2,28.1
22/9/22 19:40,71.2,28.1
22/9/22 19:45,71.2,28.1
22/9/22 19:50,71.2,28.1
22/9/22 19:55,71.2,28.1
22/9/22 20:00,71.2,28.1
22/9/22 20:05,71.2,28.1
22/9/22 20:10,71.2,28.1
22/9/22 20:15,71.2,28.1
22/9/22 20:20,71.2,28.1
22/9/22 20:25,71.2,28.1
22/9/22 20:30,71.2,28.1
22/9/22 20:35,71.2,28.1
22/9/22 20:40,71.2,28.1
22/9/22 20:45,71.2,28.1
22/9/22 20:50,71.2,28.1
22/9/22 20:55,71.2,28.1
22/9/22 21:00,71.2,28.1
22/9/22 21:05,71.2,27.5
22/9/22 21:10,71.2,27.5
22/9/22 21:15,71.2,27.5
22/9/22 21:20,71.2,27.5
22/9/22 21:25,71.2,27.5
22/9/22 21:30,71.2,27.5
22/9/22 21:35,71.2,27.5
22/9/22 21:40,71.2,27.5
22/9/22 21:45,71.2,27.5
22/9/22 21:50,71.2,27.5
22/9/22 21:55,71.2,27.5
22/9/22 22:00,71.2,27.5
22/9/22 22:05,71.2,27.5
22/9/22 22:10,71.2,27.5
22/9/22 22:15,71.2,27.5
22/9/22 22:20,71.2,27.5
22/9/22 22:25,73.1,27.5
22/9/22 22:30,71.2,27.5
22/9/22 22:35,71.2,27.5
22/9/22 22:40,71.2,27.5
22/9/22 22:45,71.2,27.5
22/9/22 22:50,71.2,27.5
22/9/22 22:55,71.2,27.5
22/9/22 23:00,71.2,27.1
22/9/22 23:05,71.2,27.1
22/9/22 23:10,71.2,27.1
22/9/22 23:15,71.2,27.1
22/9/22 23:20,71.2,27.1
22/9/22 23:25,71.2,27.1
22/9/22 23:30,71.2,27.1
22/9/22 23:35,71.2,27.1
22/9/22 23:40,71.2,27.1
22/9/22 23:45,77.2,27.1
22/9/22 23:50,71.2,27.1
22/9/22 23:55,76.5,27.1
23/9/22 00:00,77.3,27.3
23/9/22 00:05,77.3,27.3
23/9/22 00:10,77.3,27.3
23/9/22 00:15,77.3,27.3
23/9/22 00:20,77.3,27.3
23/9/22 00:25,77.3,27.3
23/9/22 00:30,77.3,27.3
23/9/22 00:35,77.3,27.3
23/9/22 00:40,77.3,27.3
23/9/22 00:45,77.3,27.3
23/9/22 00:50,77.3,27.3
23/9/22 00:55,77.3,27.3
23/9/22 01:00,76.2,27.3
23/9/22 01:05,77.3,27.3
23/9/22 01:10,77.3,27.3
23/9/22 01:15,77.3,27.3
23/9/22 01:20,77.3,27.3
23/9/22 01:25,77.3,27.3
23/9/22 01:30,77.3,27.3
23/9/22 01:35,77.3,27.3
23/9/22 01:40,77.3,27.3
23/9/22 01:45,77.3,27.5
23/9/22 01:50,77.3,27.5
23/9/22 01:55,77.3,27.5
23/9/22 02:00,77.3,27.5
23/9/22 02:05,77.3,27.5
23/9/22 02:10,77.3,27.5
23/9/22 02:15,77.3,27.5
23/9/22 02:20,77.3,27.5
23/9/22 02:25,77.3,27.5
23/9/22 02:30,77.3,27.5
23/9/22 02:35,77.3,27.5
23/9/22 02:40,77.3,27.5
23/9/22 02:45,77.3,27.5
23/9/22 02:50,77.3,27.5
23/9/22 02:55,77.3,27.5
23/9/22 03:00,77.3,27.5
23/9/22 03:05,77.3,27.5
23/9/22 03:10,77.3,27.5
23/9/22 03:15,77.3,27.5
23/9/22 03:20,77.3,27.5
23/9/22 03:25,77.3,27.5
23/9/22 03:30,77.3,27.5
23/9/22 03:35,77.3,27.5
23/9/22 03:40,77.3,27.5
23/9/22 03:45,77.3,27.5
23/9/22 03:50,77.3,27.5
23/9/22 03:55,77.3,27.5
23/9/22 04:00,77.3,27.5
23/9/22 04:05,77.3,27.6
23/9/22 04:10,77.3,27.6
23/9/22 04:15,77.3,27.6
23/9/22 04:20,77.3,27.6
23/9/22 04:25,77.3,27.6
23/9/22 04:30,77.3,27.6
23/9/22 04:35,77.3,27.6
23/9/22 04:40,77.3,27.6
23/9/22 04:45,77.3,27.6
23/9/22 04:50,77.3,27.6
23/9/22 04:55,77.3,27.6
23/9/22 05:00,77.3,27.6
23/9/22 05:05,80.4,27.6
23/9/22 05:10,85.6,27.6
23/9/22 05:15,85.7,27.6
23/9/22 05:20,87.4,27.6
23/9/22 05:25,90.1,27.6
23/9/22 05:30,92.2,27.6
23/9/22 05:35,94.3,27.6
23/9/22 05:40,96.4,27.6
23/9/22 05:45,98.5,27.6
23/9/22 05:50,100,27.6
23/9/22 05:55,100,27.6
23/9/22 06:00,100,27.6
23/9/22 06:05,100,27.6
23/9/22 06:10,100,27.6
23/9/22 06:15,100,27.6
23/9/22 06:20,100,27.6
23/9/22 06:25,100,27.6
23/9/22 06:30,100,27.6
23/9/22 06:35,100,27.6
23/9/22 06:40,89.4,27.6
23/9/22 06:45,88.4,27.6
23/9/22 06:50,83.2,27.6
23/9/22 06:55,80.4,27.6
23/9/22 07:00,78.4,27.6
23/9/22 07:05,77.3,27.6
23/9/22 07:10,77.3,27.6
23/9/22 07:15,77.3,27.6
23/9/22 07:20,77.3,27.6
23/9/22 07:25,77.3,27.6
23/9/22 07:30,77.3,27.6
23/9/22 07:35,77.3,27.6
23/9/22 07:40,77.3,27.6
23/9/22 07:45,77.3,27.6
23/9/22 07:50,77.3,27.6
23/9/22 07:55,77.3,27.6
23/9/22 08:00,77.3,27.6
23/9/22 08:05,77.3,27.9
23/9/22 08:10,77.3,27.9
23/9/22 08:15,77.3,27.9
23/9/22 08:20,77.3,27.9
23/9/22 08:25,77.3,27.9
23/9/22 08:30,77.3,27.9
23/9/22 08:35,77.3,27.9
23/9/22 08:40,77.3,27.9
23/9/22 08:45,77.3,27.9
23/9/22 08:50,77.3,27.9
23/9/22 08:55,79.1,27.9
23/9/22 09:00,77.3,27.9
23/9/22 09:05,77.3,27.9
23/9/22 09:10,77.3,27.9
23/9/22 09:15,77.3,27.9
23/9/22 09:20,77.3,27.9
23/9/22 09:25,77.3,27.9
23/9/22 09:30,77.3,27.9
23/9/22 09:35,77.3,27.9
23/9/22 09:40,77.3,27.9
23/9/22 09:45,77.3,27.9
23/9/22 09:50,77.3,27.9
23/9/22 09:55,77.3,27.9
23/9/22 10:00,77.3,27.9
23/9/22 10:05,77.3,27.9
23/9/22 10:10,77.3,27.9
23/9/22 10:15,77.3,27.9
23/9/22 10:20,77.3,27.9
23/9/22 10:25,77.3,27.9
23/9/22 10:30,77.3,27.9
23/9/22 10:35,77.3,27.9
23/9/22 10:40,77.3,27.9
23/9/22 10:45,77.3,28.1
23/9/22 10:50,77.3,28.1
23/9/22 10:55,77.3,28.1
23/9/22 11:00,77.3,28.1
23/9/22 11:05,77.3,28.1
23/9/22 11:10,77.3,28.1
23/9/22 11:15,77.3,28.1
23/9/22 11:20,77.3,28.1
23/9/22 11:25,77.3,28.1
23/9/22 11:30,77.3,28.1
23/9/22 11:35,77.3,28.1
23/9/22 11:40,77.3,28.1
23/9/22 11:45,77.3,28.1
23/9/22 11:50,77.3,28.1
23/9/22 11:55,77.3,28.1
23/9/22 12:00,77.3,28.1
23/9/22 12:05,77.3,28.1
23/9/22 12:10,77.3,28.1
23/9/22 12:15,77.3,28.1
23/9/22 12:20,77.3,28.1
23/9/22 12:25,77.3,28.1
23/9/22 12:30,77.3,28.1
23/9/22 12:35,77.3,28.1
23/9/22 12:40,77.3,28.1
23/9/22 12:45,77.3,28.1
23/9/22 12:50,77.3,28.1
23/9/22 12:55,77.3,28.1
23/9/22 13:00,77.3,28.1
23/9/22 13:05,77.3,28.1
23/9/22 13:10,77.3,28.1
23/9/22 13:15,77.3,28.1
23/9/22 13:20,77.3,28.1
23/9/22 13:25,77.3,28.1
23/9/22 13:30,77.3,28.1
23/9/22 13:35,77.3,28.1
23/9/22 13:40,77.3,28.1
23/9/22 13:45,75.3,28.1
23/9/22 13:50,77.3,28.1
23/9/22 13:55,77.3,28.1
23/9/22 14:00,77.3,27.5
23/9/22 14:05,77.3,27.5
23/9/22 14:10,77.3,27.5
23/9/22 14:15,77.3,27.5
23/9/22 14:20,77.3,27.5
23/9/22 14:25,77.3,27.5
23/9/22 14:30,77.3,27.5
23/9/22 14:35,77.3,27.5
23/9/22 14:40,77.3,27.5
23/9/22 14:45,77.3,27.5
23/9/22 14:50,77.3,27.5
23/9/22 14:55,77.3,27.5
23/9/22 15:00,77.3,27.5
23/9/22 15:05,77.3,27.5
23/9/22 15:10,77.3,27.5
23/9/22 15:15,77.3,27.5
23/9/22 15:20,77.3,27.5
23/9/22 15:25,77.3,27.5
23/9/22 15:30,77.3,27.5
23/9/22 15:35,77.3,27.5
23/9/22 15:40,77.3,27.5
23/9/22 15:45,77.3,27.5
23/9/22 15:50,77.3,27.5
23/9/22 15:55,77.3,27.5
23/9/22 16:00,77.3,27.5
23/9/22 16:05,77.3,27.5
23/9/22 16:10,77.3,27.5
23/9/22 16:15,77.3,27.5
23/9/22 16:20,77.3,27.5
23/9/22 16:25,77.3,27.5
23/9/22 16:30,77.3,27.5
23/9/22 16:35,77.3,27.5
23/9/22 16:40,77.3,27.5
